Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2002-01-20,2002-02-20,2002-03-20,2002-04-20,2002-05-20,2002-06-20,2002-07-20,2002-08-20,2002-09-20,2002-10-20,2002-11-20,2002-12-20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,2003-01-20,2003-02-20,2003-03-20,2003-04-20,2003-05-20,2003-06-20,2003-07-20,2003-08-20,2003-09-20,2003-10-20,2003-11-20,2003-12-20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,2004-01-20,2004-02-20,2004-03-20,2004-04-20,2004-05-20,2004-06-20,2004-07-20,2004-08-20,2004-09-20,2004-10-20,2004-11-20,2004-12-20,4/13/20,9/13/21,9/14/21,9/15/21,9/16/21,9/17/21,9/18/21,9/19/21,9/20/21,9/21/21,9/22/21,9/23/21,9/24/21,9/25/21,9/26/21,9/27/21,9/28/21,9/29/21,9/30/21,2010-01-21,2010-02-21,2010-03-21,2010-04-21,2010-05-21,2010-06-21,2010-07-21,2010-08-21,2010-09-21,2010-10-21,2010-11-21,2010-12-21,10/13/21,10/14/21,10/15/21,10/16/21,10/17/21,10/18/21,10/19/21,10/20/21,10/21/21,10/22/21,10/23/21,10/24/21,10/25/21,10/26/21,10/27/21,10/28/21,10/29/21,10/30/21,10/31/21,2011-01-21,2011-02-21,2011-03-21,2011-04-21,2011-05-21,2011-06-21,2011-07-21,2011-08-21,2011-09-21,2011-10-21,2011-11-21,2011-12-21,11/13/21,11/14/21,11/15/21,11/16/21,11/17/21,11/18/21,11/19/21,11/20/21,11/21/21,11/22/21,11/23/21,11/24/21,11/25/21,11/26/21,11/27/21,11/28/21,11/29/21,11/30/21,2012-01-21,2012-02-21,2012-03-21,2012-04-21,2012-05-21,2012-06-21,2012-07-21,2012-08-21,2012-09-21,2012-10-21,2012-11-21,2012-12-21,12/13/21,12/14/21,12/15/21,12/16/21,12/17/21,12/18/21
,Suriname,3.9193,-56.0278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,4,5,5,7,8,8,8,8,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,33988,34637,35208,35817,36428,36746,36746,37590,38137,38769,39140,39609,39908,39908,40476,40989,41419,41631,41631,42097,42285,42716,42716,42716,43775,44036,44270,44270,44306,44873,45592,45861,46132,46313,46447,46996,47284,47477,47677,47875,47978,48118,48334,48548,48670,48785,48899,48964,49019,49019,49119,49257,49362,49400,49504,49550,49602,49812,49902,49902,49950,50013,50046,50078,50170,50242,50356,50356,50410,50438,50531,50531,50629,50656,50710,50741,50760,50823,50848,50882,50929,50960,50993,51009,51052,51052,51083,51149,51167,51167,51202,51202,51289,51323,51323,51361,51406
,Sweden,60.128161,18.643501,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,11,14,14,19,32,62,87,146,179,225,326,424,620,771,923,994,1063,1146,1265,1410,1553,1733,1868,1986,2168,2398,2712,2998,3363,3663,3943,4359,4834,5320,5874,6475,6832,7172,7561,8299,8954,9599,10053,10448,10912,11349,1138017,1141673,1142770,1143973,1144982,1144982,1144982,1144982,1146968,1147879,1148641,1149407,1149407,1149407,1149407,1151173,1152027,1152886,1153655,1153655,1153655,1153655,1155534,1156248,1157083,1157822,1157822,1157822,1157822,1159560,1160465,1161264,1161933,1161933,1161933,1161933,1163595,1164402,1165194,1165996,1165996,1165996,1165996,1168271,1169530,1170422,1171512,1171512,1171512,1171512,1174273,1175425,1176269,1177094,1177094,1177094,1177094,1179192,1180518,1181532,1182471,1182471,1182471,1182471,1185093,1186387,1187607,1188735,1188735,1188735,1188735,1192560,1194636,1196688,1198848,1198848,1198848,1198848,1204859,1207498,1209935,1212145,1212145,1212145,1212145,1219557,1222892,1226055,1229217,1229217,1229217,1229217,1238689,1242733,1246755,1250885,1250885
,Switzerland,46.8182,8.2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,8,18,27,42,56,90,114,214,268,337,374,491,652,652,1139,1359,2200,2200,2700,3028,4075,5294,6575,7474,8795,9877,10897,11811,12928,14076,14829,15922,16605,17768,18827,19606,20505,21100,21657,22253,23280,24051,24551,25107,25415,25688,814118,816110,818715,820982,823078,823078,823078,827111,828347,830251,831881,833385,833385,833385,836483,837769,839219,840363,841573,841573,841573,844209,845234,846327,847452,848418,848418,848418,850684,851610,852658,853637,854591,854591,854591,856957,858198,859646,861123,862411,862411,862411,865708,865708,869044,870837,872558,872558,872558,877098,879051,881660,884597,887446,887446,887446,894093,897078,901228,905112,909038,909038,909038,918750,923047,929031,935047,941218,941218,941218,955810,962165,970753,978801,986834,986834,986834,1006239,1014662,1025129,1034675,1044633,1044633,1044633,1068528,1078503,1090928,1101789,1111923,1111923,1111923,1135363,1143534,1154701,1165778,1175721,1175721
,Syria,34.802075,38.996815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,5,9,10,10,10,16,16,16,19,19,19,19,19,19,25,25,25,29648,29805,29974,30153,30337,30519,30709,30913,31148,31426,31741,32138,32580,32973,33323,33640,33933,34205,34460,34696,34920,35266,35609,35898,36160,36453,36713,36953,37229,37509,37794,38067,38365,38705,39086,39488,39902,40294,40630,40922,41222,41515,41799,42076,42351,42621,42886,43146,43146,43666,43666,44191,44191,44191,44191,44191,45096,45468,45468,45820,45820,46130,46275,46421,46564,46703,46838,46966,47091,47212,47331,47448,47558,47664,47764,47764,47965,48068,48170,48267,48357,48452,48538,48619,48709,48801,48901,49008,49101,49189,49272,49272,49423,49493,49565,49631,49693
,Taiwan*,23.7,121,1,1,3,3,4,5,8,8,9,10,10,10,10,11,11,16,16,17,18,18,18,18,18,18,18,20,22,22,23,24,26,26,28,30,31,32,32,34,39,40,41,42,42,44,45,45,45,45,47,48,49,50,53,59,67,77,100,108,135,153,169,195,215,235,252,267,283,298,306,322,329,339,348,355,363,373,376,379,380,382,385,388,393,16093,16098,16103,16115,16123,16129,16141,16147,16152,16159,16168,16176,16181,16189,16198,16205,16216,16223,16234,16244,16250,16255,16262,16267,16271,16283,16287,16294,16305,16309,16313,16321,16325,16336,16337,16337,16343,16347,16349,16357,16364,16368,16376,16380,16388,16394,16399,16406,16412,16417,16421,16428,16430,16437,16438,16442,16445,16451,16456,16465,16475,16479,16487,16496,16498,16503,16506,16516,16520,16529,16532,16539,16544,16554,16566,16578,16588,16596,16601,16609,16626,16637,16648,16652,16662,16683,16688,16704,16721,16731,16737,16742,16752,16759,16771,16786,16799
,Tajikistan,38.861,71.2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17486,17486,17486,17486,17486,17486,17486,17486,17486,17486,17486,17486,17486,17486,17486,17486,17486,17486,17486,17488,17488,17488,17488,17488,17488,17489,17489,17489,17489,17489,17489,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493,17493
,Tanzania,-6.369028,34.888822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,6,6,12,12,12,12,13,13,14,14,19,19,20,20,20,20,22,24,24,25,25,32,32,32,49,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,25846,25846,25846,25846,25957,25957,25957,25957,25957,25957,25957,26034,26034,26034,26034,26034,26034,26034,26034,26034,26034,26034,26034,26034,26115,26115,26154,26154,26154,26154,26154,26154,26154,26154,26196,26196,26196,26196,26196,26196,26196,26196,26196,26196,26196,26208,26208,26227,26227,26227,26227,26227,26227,26261,26261,26261,26261,26261,26261,26261,26270,26270,26270,26270,26270,26270,26270,26270,26309,26309,26309,26309,26309,26309,26309,26483,26483,26483,26483
,Thailand,15.870032,100.992541,4,4,5,6,8,8,14,14,14,19,19,19,19,25,25,25,25,32,32,32,33,33,33,33,34,34,35,35,35,35,35,35,35,35,37,40,40,41,42,42,43,43,43,47,48,50,50,50,53,59,70,75,82,114,147,177,212,272,322,411,599,721,827,934,1045,1136,1245,1388,1524,1651,1771,1875,1978,2067,2169,2220,2258,2369,2423,2473,2518,2551,2579,1394756,1406542,1420343,1434237,1448792,1462901,1476477,1489186,1500105,1511357,1524613,1537310,1549285,1561638,1571926,1581415,1591829,1603475,1615229,1626604,1637432,1647362,1657231,1678297,1678297,1689437,1700067,1710884,1720919,1730364,1740428,1751704,1762190,1772838,1783701,1793812,1802934,1811852,1821579,1831389,1841131,1850482,1859157,1866863,1875315,1884973,1893941,1903165,1912024,1920189,1935442,1935442,1951572,1960039,1960039,1967999,1975591,1982495,1989473,1996969,2004274,2011331,2018410,2024753,2030700,2037224,2044125,2050980,2057575,2064581,2071009,2076135,2081992,2094886,2100959,2100959,2106813,2111566,2115872,2120758,2125729,2130641,2136537,2145241,2148766,2148766,2156587,2160780,2164859,2168646,2168646,2172044,2174906,2178276,2185497,2185497,2188629
,Timor-Leste,-8.874217,125.727539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,18597,18715,18786,18856,18943,18994,19033,19058,19125,19206,19264,19308,19350,19382,19398,19445,19455,19498,19535,19563,19582,19592,19609,19613,19633,19651,19661,19673,19675,19681,19690,19696,19703,19707,19714,19725,19730,19746,19749,19759,19766,19770,19774,19778,19785,19785,19787,19789,19790,19790,19790,19790,19794,19795,19799,19799,19799,19804,19807,19809,19809,19809,19809,19810,19812,19813,19814,19816,19819,19819,19819,19820,19820,19820,19821,19822,19822,19822,19823,19825,19825,19827,19828,19828,19828,19829,19829,19829,19829,19829,19829,19829,19830,19830,19830,19832,19833
,Togo,8.6195,0.8248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,16,16,18,20,23,23,25,25,25,30,34,36,39,40,41,44,58,65,70,73,76,76,76,77,23778,23947,24093,24093,24369,24519,24599,24655,24791,24902,24986,25083,25163,25218,25252,25323,25368,25429,25429,25487,25535,25586,25623,25653,25705,25731,25760,25778,25788,25807,25826,25836,25865,25865,25899,25903,25926,25936,25950,25967,25989,25992,26000,26011,26024,26036,26054,26068,26079,26079,26086,26096,26102,26107,26114,26114,26122,26125,26133,26133,26133,26148,26158,26167,26167,26178,26185,26199,26199,26207,26210,26219,26219,26232,26236,26241,26241,26250,26265,26273,26282,26284,26291,26304,26315,26326,26350,26357,26372,26372,26400,26416,26416,26442,26466,26550,26550
,Tonga,-21.179,-175.1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,Trinidad and Tobago,10.6918,-61.2225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,7,9,9,49,50,51,57,60,65,66,74,78,82,87,90,94,98,103,104,105,107,107,109,109,112,113,113,47208,47363,47653,47925,48143,48400,48523,48523,48826,49111,49442,49688,49822,49949,50055,50229,50459,50709,50903,51084,51243,51387,51605,51813,52079,52263,52480,52728,52847,52999,53216,53392,53689,53887,54114,54267,54405,54623,54881,55203,55437,55681,55798,56013,56160,56546,56831,57121,57329,57419,57713,58106,58441,58581,58975,59304,59658,59963,60475,60984,61519,61922,62267,62670,63084,63865,64402,64893,65485,65889,66293,66975,67664,68288,69008,69680,70136,70598,71361,72019,72775,73759,74533,75134,75935,76601,77482,78339,79237,80049,80607,80607,81857,82563,83130,83837,84793
,Tunisia,33.886917,9.537499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,5,7,7,16,18,18,20,24,29,39,54,60,75,89,114,173,197,227,278,312,312,394,423,455,495,553,574,596,623,628,643,671,685,707,726,685799,695406,696279,697421,698427,699224,699928,700400,700807,702503,703059,703059,704914,704914,705474,705474,706314,707190,707548,707983,707983,708203,708788,709001,709222,709456,709456,709834,709866,710096,710322,710322,710673,710773,710906,710953,711007,711164,711397,711397,711521,711693,711821,712013,712139,712230,712318,712318,712747,712776,712880,712982,713071,713071,713254,713308,713352,713352,715276,715489,715571,715637,715687,715716,715818,715911,715988,716074,716183,716262,716298,716609,716702,716861,716988,717163,717258,717309,717572,717710,717908,718059,718278,718443,718443,718696,718866,719006,719247,719434,719586,719586,719903,720143,720518,720518,720853
,Turkey,38.9637,35.2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,6,18,47,98,192,359,670,1236,1529,1872,2433,3629,5698,7402,9217,10827,13531,15679,18135,20921,23934,27069,30217,34109,38226,42282,47029,52167,56956,61049,6682834,6710636,6738860,6766978,6794670,6820831,6847229,6874917,6904255,6932423,6960267,6987464,7013609,7039470,7066658,7095550,7124936,7154040,7182913,7210886,7238237,7267047,7296849,7327317,7357306,7387507,7416152,7444522,7475085,7508945,7540193,7570902,7601596,7630133,7654247,7683487,7714349,7744109,7772574,7800766,7826983,7851775,7879438,7909081,7935977,7961505,7985914,8009010,8032958,8061636,8091432,8121196,8150678,8178871,8206345,8233649,8261473,8290135,8317394,8342292,8365929,8388512,8410136,8433988,8459089,8482956,8505190,8529000,8552347,8573524,8598380,8626550,8654142,8678609,8702611,8726370,8748025,8772342,8797558,8820114,8841861,8863356,8883730,8903087,8923120,8945807,8966681,8986377,9004938,9024193,9042149,9060945,9082422,9102294,9138535,9138535,9138535
,US,40,-100,1,1,2,2,5,5,5,6,6,8,8,8,11,11,11,12,12,12,12,12,13,13,14,14,14,14,14,14,14,14,16,16,16,16,16,16,17,17,25,32,55,74,107,184,237,403,519,594,782,1147,1586,2219,2978,3212,4679,6512,9169,13663,20030,26025,34944,46096,56714,68841,86662,105253,127417,143544,165698,192079,224311,256541,289023,321199,350803,382661,413004,444153,480596,514943,544221,571093,598017,41356275,41502458,41673034,41828544,42037414,42097895,42137416,42332303,42453957,42587085,42713558,42890462,42941330,42989402,43158781,43270160,43393577,43503534,43656412,43698901,43739479,43894443,43991819,44102408,44202952,44329427,44359869,44396070,44500531,44606902,44728474,44814853,44924651,44959269,44990380,45095141,45176088,45267544,45346444,45441598,45470475,45487904,45604266,45672977,45773873,45851424,45945003,45976632,46007627,46123252,46194355,46278930,46360756,46456840,46489738,46525054,46637389,46717710,46812729,46868247,47014791,47055794,47086147,47225280,47313128,47424860,47535208,47661073,47702731,47740648,47891408,47984129,48095771,48128522,48179829,48204567,48245657,48443044,48560509,48699074,48837508,48991142,49052365,49099938,49282275,49394125,49543526,49661477,49833771,49884847,49921799,50119589,50233338,50374543,50513428,50706733,50773620
,Uganda,1.373333,32.290275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,14,14,23,30,33,33,44,44,45,48,48,52,52,52,53,53,53,53,54,54,121587,121617,121687,121784,121984,122083,122212,122277,122405,122502,122591,122903,123066,123181,123245,123340,123445,123572,123742,123857,123976,124039,124098,124190,124254,124437,124544,124646,124736,124808,124864,124924,125049,125094,125186,125261,125283,125364,125426,125537,125645,125710,125758,125788,125861,125920,126000,126075,126171,126236,126272,126321,126348,126407,126492,126570,126625,126644,126714,126763,126833,126889,126923,126965,127002,127046,127073,127128,127128,127177,127237,127268,127305,127337,127413,127423,127451,127523,127550,127589,127618,127651,127651,127655,127756,127775,127822,127863,127944,127944,127973,128100,128187,128279,128369,128578,128764
,Ukraine,48.3794,31.1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,3,7,14,14,16,29,47,73,73,97,145,196,310,356,475,548,645,794,897,1072,1225,1308,1319,1462,1668,1892,2203,2511,2777,3102,2420776,2424416,2429354,2435404,2442344,2448908,2453240,2455873,2461415,2468567,2476848,2486343,2495068,2500198,2503710,2510781,2520986,2533301,2545904,2558300,2566875,2572327,2582818,2596134,2611928,2628975,2645597,2657699,2667304,2680076,2697176,2716867,2731325,2745165,2757328,2767743,2784227,2804050,2827388,2852109,2876288,2898049,2913666,2933778,2957359,2984456,3012370,3039616,3058108,3073125,3093661,3118140,3146617,3174223,3200411,3218967,3233178,3253327,3277772,3303694,3328934,3353694,3369387,3381399,3398913,3418792,3440602,3461873,3481347,3493203,3501815,3515641,3530969,3548842,3565644,3580671,3588916,3595410,3606622,3619223,3633386,3647777,3661583,3668794,3673839,3683044,3692939,3705823,3717640,3728246,3733967,3738390,3746106,3754567,3764485,3773700,3781506
,United Arab Emirates,23.424076,53.847818,0,0,0,0,0,0,0,4,4,4,4,5,5,5,5,5,5,7,7,8,8,8,8,8,8,9,9,9,9,9,9,13,13,13,13,13,13,19,21,21,21,27,27,29,29,45,45,45,74,74,85,85,85,98,98,98,113,140,140,153,153,198,248,333,333,405,468,570,611,664,814,1024,1264,1505,1799,2076,2359,2659,2990,3360,3736,4123,4521,729518,730135,730743,731307,731828,732299,732690,733003,733325,733643,733972,734275,734596,734894,735180,735457,735727,735992,736268,736524,736708,736897,737073,737229,737373,737509,737655,737766,737890,738026,738152,738268,738372,738487,738586,738690,738812,738924,739018,739106,739190,739284,739381,739471,739566,739654,739736,739824,739905,739983,740057,740136,740209,740289,740362,740432,740500,740572,740647,740729,740801,740879,740945,741006,741074,741148,741214,741291,741370,741433,741500,741570,741643,741720,741790,741858,741918,741976,742041,742109,742109,742163,742214,742328,742376,742438,742507,742567,742641,742719,742802,742894,743004,743152,743352,743586,743586
Anguilla,United Kingdom,18.2206,-63.0686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,318,318,318,325,331,331,331,331,340,350,350,364,364,364,389,389,409,409,425,425,425,453,453,453,499,544,544,544,594,594,644,644,668,668,668,698,698,743,743,793,793,793,793,859,859,892,892,944,944,944,944,984,1019,1019,1039,1039,1039,1039,1077,1109,1109,1137,1137,1137,1175,1175,1175,1268,1268,1268,1268,1334,1334,1334,1334,1334,1334,1386,1386,1386,1414,1414,1414,1414,1469,1469,1469,1469,1523,1523,1523,1523,1592,1592,1592,1592,1592
Bermuda,United Kingdom,32.3078,-64.7505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,6,6,7,15,17,17,22,27,32,32,35,35,35,37,39,39,39,48,48,48,57,57,3465,3877,3877,4027,4218,4218,4477,4632,4632,4800,4800,4800,4982,4982,4982,5145,5244,5244,5244,5336,5336,5419,5419,5455,5455,5501,5501,5501,5501,5536,5536,5548,5548,5548,5567,5567,5593,5593,5593,5612,5612,5612,5625,5625,5637,5637,5647,5647,5647,5657,5657,5657,5665,5677,5677,5677,5688,5688,5688,5692,5708,5708,5708,5708,5713,5714,5714,5715,5715,5715,5724,5724,5724,5730,5730,5730,5730,5748,5748,5748,5751,5751,5751,5751,5751,5753,5760,5760,5764,5764,5764,5764,5784,5784,5815,5815,5815
British Virgin Islands,United Kingdom,18.4207,-64.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2642,2642,2642,2642,2642,2642,2642,2642,2642,2642,2642,2642,2642,2642,2642,2642,2642,2642,2642,2642,2642,2642,2642,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2745,2745,2745,2745,2745,2745,2745,2745,2765,2765,2765,2765,2765,2765,2765,2765,2773,2773,2773,2773,2773,2773,2809,2809,2809,2809,2809,2816,2816,2816,2816,2816,2816,2816,2842,2842,2842,2886,2886,2886
Cayman Islands,United Kingdom,19.3133,-81.2546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,5,6,8,8,8,8,8,12,14,22,28,28,35,35,39,45,45,45,45,45,53,53,729,745,745,772,772,774,774,774,787,791,791,795,795,795,812,820,835,840,853,853,853,905,920,920,939,960,960,960,983,996,1011,1011,1011,1011,1011,1011,1095,1136,1165,1165,1196,1196,1196,1279,1279,1496,1496,1650,1650,1650,1650,2241,2356,2482,2676,2676,2676,2676,2676,3427,3427,3427,3427,4203,4203,4203,5156,5362,5532,5532,6091,6091,6283,6459,6599,6738,6738,6738,7074,7324,7324,7529,7529,7529,7663,7663,7724,7839,7839,7871,7871,7871,7960,8007,8036,8097,8097
Channel Islands,United Kingdom,49.3723,-2.3644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,6,6,6,11,14,32,32,36,36,46,66,88,97,108,141,141,172,193,232,262,309,323,335,351,361,398,407,431,436,11131,11168,11174,11223,11269,11269,11269,11335,11368,11393,11427,11466,11466,11466,11491,11575,11605,11636,11657,11657,11657,11707,11737,11775,11812,11843,11843,11843,11968,12017,12072,12135,12174,12174,12174,12326,12413,12467,12531,12594,12594,12594,12777,12827,12905,12990,13070,13070,13070,13323,13392,13392,13571,13684,13684,13684,13968,13968,14190,14379,14519,14519,14519,15045,15180,15385,15518,15692,15692,15692,16279,16629,16815,17116,17326,17326,17326,17884,18182,18401,18656,18893,18893,18893,19475,19706,19900,20159,20327,20327,20327,20327,20996,21221,21457,21667,21667
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,5,5,5,5,5,5,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,68,68,68,68,68,68,68,69,69,69,69,69,68,69,69,69,69,69,69,68,69,69,69,69,69,69,69,69,69,69,69,69,72,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
Gibraltar,United Kingdom,36.1408,-5.3536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,10,10,10,15,15,15,26,35,55,56,65,69,69,81,88,95,98,103,109,113,120,123,127,129,129,129,5436,5445,5449,5463,5469,5476,5477,5479,5483,5490,5497,5502,5510,5514,5517,5532,5541,5549,5555,5566,5573,5579,5590,5597,5606,5608,5613,5626,5655,5682,5707,5727,5740,5751,5758,5769,5780,5803,5824,5842,5858,5874,5887,5904,5919,5943,5959,5974,5992,5997,6029,6065,6091,6115,6138,6153,6168,6206,6256,6328,6385,6464,6509,6561,6634,6721,6780,6843,6891,6920,6944,6996,7049,7092,7129,7162,7179,7203,7248,7281,7324,7340,7360,7371,7376,7402,7436,7463,7485,7508,7525,7546,7589,7629,7683,7730,7778
Isle of Man,United Kingdom,54.2361,-4.5481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,13,23,23,25,29,32,42,49,60,68,95,114,126,127,139,150,158,190,201,226,228,242,7028,7050,7068,7094,7113,7141,7166,7184,7218,7265,7300,7324,7364,7427,7455,7510,7544,7582,7611,7634,7671,7698,7770,7843,7899,7959,8028,8073,8121,8184,8254,8343,8430,8498,8578,8647,8742,8817,8931,9042,9107,9197,9258,9327,9417,9517,9587,9644,9691,9738,9796,9844,9883,9883,9942,9970,9991,10046,10106,10159,10194,10225,10255,10296,10354,10412,10455,10504,10558,10610,10650,10720,10797,10895,10993,11085,11152,11230,11339,11486,11614,11764,11861,11926,12035,12147,12230,12346,12441,12519,12580,12635,12731,12812,12895,12974,13037
